NS_SQUID,F_SQUID,NS_Fluxgate,EW_Fluxgate,Z_Fluxgate
127.4755,13.6011,10939.5063,-77.5091,-22663.45
127.478,13.6025,10939.4958,-77.5049,-22663.532
127.4788,13.5976,10939.4981,-77.4254,-22663.5286
127.4815,13.5982,10939.4981,-77.4254,-22663.5286
127.4842,13.5951,10939.5065,-77.1755,-22663.4967
127.4856,13.593,10939.5065,-77.1755,-22663.4967
127.4908,13.6027,10939.5062,-76.9781,-22663.5056
127.4917,13.6139,10939.5024,-76.9389,-22663.477
127.4933,13.617,10939.5024,-76.9389,-22663.477
127.4965,13.6225,10939.5024,-77.1495,-22663.4659
127.4989,13.6257,10939.5024,-77.1495,-22663.4659
127.5006,13.6246,10939.526,-77.3062,-22663.4838
127.5047,13.6189,10939.5406,-77.4649,-22663.5034
127.5068,13.6081,10939.5406,-77.4649,-22663.5034
127.5077,13.5998,10939.553,-77.4617,-22663.546
127.5119,13.6031,10939.553,-77.4617,-22663.546
127.5115,13.6002,10939.5414,-77.5049,-22663.5244
127.5128,13.5946,10939.5307,-77.5308,-22663.4957
127.5176,13.5991,10939.5307,-77.5308,-22663.4957
127.5172,13.6087,10939.519,-77.6054,-22663.4317
127.522,13.6025,10939.519,-77.6054,-22663.4317
127.5277,13.612,10939.521,-77.5653,-22663.4225
127.5305,13.6136,10939.5169,-77.3681,-22663.5072
127.533,13.6117,10939.5169,-77.3681,-22663.5072
127.5372,13.6234,10939.5141,-77.0757,-22663.562
127.539,13.5789,10939.5141,-77.0757,-22663.562
127.544,13.6151,10939.5109,-77.0123,-22663.5573
127.5512,13.6323,10939.5169,-77.0143,-22663.5182
127.5564,13.642,10939.5169,-77.0143,-22663.5182
127.562,13.6389,10939.5327,-77.0202,-22663.5592
127.5663,13.6435,10939.5327,-77.0202,-22663.5592
127.5696,13.6593,10939.5311,-77.0276,-22663.5568
127.5714,13.6563,10939.5335,-77.0913,-22663.5019
127.5781,13.6678,10939.5335,-77.0913,-22663.5019
127.58,13.6633,10939.5219,-77.1365,-22663.407
127.5843,13.6664,10939.5219,-77.1365,-22663.407
127.5895,13.6924,10939.5219,-77.1365,-22663.407
127.5927,13.6916,10939.5286,-77.1427,-22663.4051
127.5956,13.7081,10939.5286,-77.1427,-22663.4051
127.6022,13.7263,10939.5384,-77.16,-22663.4235
127.603,13.7478,10939.5396,-77.1582,-22663.4219
127.6097,13.7709,10939.5396,-77.1582,-22663.4219
127.6145,13.806,10939.5363,-77.162,-22663.4021
127.6191,13.8231,10939.5363,-77.162,-22663.4021
127.6223,13.8587,10939.5401,-77.1298,-22663.3713
127.6279,13.8943,10939.5429,-77.1932,-22663.3472
127.6276,13.9091,10939.5429,-77.1932,-22663.3472
127.6278,13.9139,10939.5501,-77.4293,-22663.3283
127.6313,13.9424,10939.5501,-77.4293,-22663.3283
127.6303,13.9526,10939.5613,-77.5684,-22663.2992
127.6296,13.934,10939.5714,-77.5408,-22663.3072
127.6333,13.9619,10939.5714,-77.5408,-22663.3072
127.6306,13.9466,10939.582,-77.5341,-22663.2748
127.6279,13.9278,10939.582,-77.5341,-22663.2748
127.6287,13.9376,10939.5845,-77.5409,-22663.2726
127.6266,13.922,10939.5882,-77.584,-22663.2713
127.6257,13.9167,10939.5882,-77.584,-22663.2713
127.627,13.9145,10939.5952,-77.5262,-22663.2768
127.6287,13.9087,10939.5952,-77.5262,-22663.2768
127.6309,13.9,10939.5877,-77.5501,-22663.247
127.6319,13.8994,10939.5802,-77.5356,-22663.2767
127.6329,13.892,10939.5802,-77.5356,-22663.2767
127.6385,13.8882,10939.5764,-77.6084,-22663.3032
127.6367,13.8899,10939.5764,-77.6084,-22663.3032
127.6387,13.8955,10939.5788,-77.576,-22663.3207
127.6392,13.9028,10939.5836,-77.5332,-22663.3484
127.6393,13.9164,10939.5836,-77.5332,-22663.3484
127.6457,13.9302,10939.5754,-77.3641,-22663.3559
127.6429,13.9267,10939.5754,-77.3641,-22663.3559
127.6442,13.9477,10939.5782,-77.3123,-22663.3609
127.6444,13.9563,10939.5686,-77.0589,-22663.3527
127.6476,13.9483,10939.5686,-77.0589,-22663.3527
127.6492,13.9604,10939.5675,-76.8822,-22663.3481
127.6499,13.9792,10939.5675,-76.8822,-22663.3481
127.655,13.9873,10939.5682,-76.8787,-22663.3551
127.6598,13.9876,10939.5752,-76.9242,-22663.3572
127.6655,13.9829,10939.5752,-76.9242,-22663.3572
127.6675,13.9864,10939.5803,-76.9195,-22663.3178
127.671,14.0217,10939.5803,-76.9195,-22663.3178
127.6742,14.0498,10939.5805,-76.9151,-22663.3163
127.677,14.0712,10939.5872,-77.2111,-22663.2577
127.6783,14.0916,10939.5872,-77.2111,-22663.2577
127.6785,14.0972,10939.5892,-77.5779,-22663.241
127.68,14.1172,10939.5899,-77.5893,-22663.2382
127.6832,14.1271,10939.5899,-77.5893,-22663.2382
127.6807,14.1321,10939.6132,-77.6607,-22663.165
127.6816,14.1431,10939.6132,-77.6607,-22663.165
127.6827,14.144,10939.6301,-77.6425,-22663.1076
127.6792,14.1354,10939.6325,-77.6237,-22663.1217
127.6795,14.14,10939.6325,-77.6237,-22663.1217
127.6761,14.1442,10939.6262,-77.4922,-22663.0988
127.6783,14.1304,10939.6262,-77.4922,-22663.0988
127.6784,14.1415,10939.6176,-77.2711,-22663.114
127.6766,14.1278,10939.6093,-77.1883,-22663.1018
127.6745,14.1251,10939.6093,-77.1883,-22663.1018
127.6747,14.1231,10939.6013,-77.2288,-22663.1095
127.6751,14.1011,10939.6013,-77.2288,-22663.1095
127.6776,14.0956,10939.6078,-77.35,-22663.0389
127.7074,14.2075,10939.6143,-77.4564,-22663.0169
127.7279,14.288,10939.6143,-77.4564,-22663.0169
127.7382,14.3355,10939.615,-77.5086,-22662.9873
127.7445,14.3705,10939.615,-77.5086,-22662.9873
127.7441,14.3857,10939.6165,-77.5612,-22663.0031
127.7493,14.4138,10939.633,-77.5794,-22663.0287
127.7507,14.4137,10939.633,-77.5794,-22663.0287
127.7521,14.43,10939.6629,-77.5651,-22662.9391
127.7528,14.4703,10939.6629,-77.5651,-22662.9391
127.7525,14.4728,10939.677,-77.5578,-22662.9215
127.7523,14.484,10939.6893,-77.6196,-22662.9083
127.7534,14.4983,10939.6893,-77.6196,-22662.9083
127.7509,14.5009,10939.6993,-77.6281,-22662.9457
127.7478,14.5026,10939.6993,-77.6281,-22662.9457
127.7492,14.5157,10939.7072,-77.611,-22662.9595
127.7481,14.5026,10939.7141,-77.573,-22662.8905
127.7461,14.5021,10939.7141,-77.573,-22662.8905
127.7429,14.506,10939.6979,-77.6171,-22662.8204
127.7399,14.4945,10939.6979,-77.6171,-22662.8204
127.7381,14.505,10939.69,-77.6217,-22662.7971
127.7418,14.5054,10939.674,-77.6503,-22662.7126
127.7366,14.5222,10939.674,-77.6503,-22662.7126
127.7354,14.532,10939.6843,-77.6396,-22662.7444
127.7342,14.5472,10939.6843,-77.6396,-22662.7444
127.7352,14.5293,10939.6842,-77.6485,-22662.7455
127.7279,14.5379,10939.6922,-77.6505,-22662.7778
127.7254,14.5384,10939.6922,-77.6505,-22662.7778
127.7229,14.5282,10939.6719,-77.4762,-22662.7377
127.7224,14.5283,10939.6703,-77.469,-22662.7349
127.7211,14.5306,10939.6703,-77.469,-22662.7349
127.718,14.5346,10939.6378,-77.1637,-22662.7476
127.7164,14.5289,10939.6378,-77.1637,-22662.7476
127.7144,14.5322,10939.6384,-77.1207,-22662.7599
127.7135,14.5418,10939.6407,-77.1032,-22662.7585
127.7111,14.5394,10939.6407,-77.1032,-22662.7585
127.7081,14.5228,10939.632,-77.1804,-22662.7714
127.708,14.5303,10939.632,-77.1804,-22662.7714
127.707,14.5204,10939.6349,-77.2075,-22662.7848
127.705,14.5163,10939.6336,-77.1983,-22662.7763
127.7027,14.5111,10939.6336,-77.1983,-22662.7763
127.6988,14.5061,10939.6466,-77.1237,-22662.7382
127.6963,14.4938,10939.6466,-77.1237,-22662.7382
127.6924,14.494,10939.6394,-77.1095,-22662.7126
127.6904,14.4784,10939.6406,-77.0953,-22662.7292
127.6886,14.488,10939.6406,-77.0953,-22662.7292
127.6858,14.4729,10939.6417,-77.0784,-22662.7875
127.6819,14.465,10939.6417,-77.0784,-22662.7875
127.6792,14.4661,10939.6428,-77.0058,-22662.857
127.6777,14.462,10939.6432,-77.0134,-22662.8709
127.6739,14.4217,10939.6432,-77.0134,-22662.8709
127.6722,14.4145,10939.6349,-76.9912,-22662.9033
127.6698,14.4217,10939.6349,-76.9912,-22662.9033
127.6678,14.4159,10939.6375,-76.9622,-22662.8836
127.6692,14.4273,10939.64,-76.9357,-22662.8711
127.6692,14.4172,10939.64,-76.9357,-22662.8711
127.6671,14.415,10939.6549,-76.8677,-22662.8334
127.6615,14.3932,10939.6549,-76.8677,-22662.8334
127.6636,14.4047,10939.6566,-76.8814,-22662.8752
127.6638,14.4065,10939.6632,-76.9007,-22662.9196
127.6617,14.4178,10939.6632,-76.9007,-22662.9196
127.6602,14.4118,10939.655,-76.8462,-22663.0558
127.6601,14.4197,10939.655,-76.8462,-22663.0558
127.6608,14.4114,10939.6585,-76.8706,-22663.0496
127.6591,14.4046,10939.6555,-76.8838,-22663.0181
127.659,14.408,10939.6555,-76.8838,-22663.0181
127.6569,14.397,10939.6443,-76.9767,-22662.9414
127.6582,14.3993,10939.6443,-76.9767,-22662.9414
127.6593,14.3965,10939.644,-76.9799,-22662.9508
127.6566,14.3821,10939.6477,-76.8797,-22662.9175
127.6568,14.3986,10939.6477,-76.8797,-22662.9175
127.655,14.3856,10939.6587,-76.8813,-22662.8693
127.655,14.3843,10939.6587,-76.8813,-22662.8693
127.6551,14.4117,10939.6587,-76.8813,-22662.8693
127.6522,14.4125,10939.655,-76.9713,-22662.8945
127.6523,14.4156,10939.655,-76.9713,-22662.8945
127.6519,14.4216,10939.6797,-77.1007,-22662.9632
127.6507,14.413,10939.685,-77.1237,-22662.982
127.6477,14.4217,10939.685,-77.1237,-22662.982
127.6456,14.3991,10939.707,-77.3282,-22662.9864
127.6448,14.3858,10939.707,-77.3282,-22662.9864
127.6459,14.4258,10939.6924,-77.2158,-22662.9607
127.644,14.4123,10939.6911,-77.195,-22662.947
127.6491,14.4345,10939.6911,-77.195,-22662.947
127.6525,14.4567,10939.667,-76.9507,-22662.8872
127.6516,14.4794,10939.667,-76.9507,-22662.8872
127.6528,14.5079,10939.662,-76.9693,-22662.8385
127.6516,14.519,10939.6636,-76.9757,-22662.8207
127.6509,14.536,10939.6636,-76.9757,-22662.8207
127.6516,14.5514,10939.6908,-77.2096,-22662.779
127.6492,14.5616,10939.6908,-77.2096,-22662.779
127.6484,14.5681,10939.7012,-77.3491,-22662.7444
127.6445,14.5692,10939.7031,-77.4375,-22662.7263
127.6438,14.5713,10939.7031,-77.4375,-22662.7263
127.6401,14.5765,10939.7074,-77.505,-22662.7288
127.6379,14.5747,10939.7074,-77.505,-22662.7288
127.637,14.568,10939.714,-77.4786,-22662.7704
127.6331,14.5699,10939.7088,-77.473,-22662.7662
127.6302,14.573,10939.7088,-77.473,-22662.7662
127.6287,14.57,10939.6885,-77.4371,-22662.6941
127.6267,14.5588,10939.6885,-77.4371,-22662.6941
127.6263,14.5644,10939.6814,-77.4285,-22662.646
127.6238,14.5519,10939.6757,-77.4349,-22662.6127
127.6224,14.5649,10939.6757,-77.4349,-22662.6127
127.6215,14.5581,10939.678,-77.4766,-22662.6175
127.6179,14.5475,10939.678,-77.4766,-22662.6175
127.618,14.5474,10939.6857,-77.519,-22662.623
127.615,14.5313,10939.6943,-77.5257,-22662.6434
127.6139,14.5352,10939.6943,-77.5257,-22662.6434
127.6126,14.5198,10939.7047,-77.5358,-22662.6901
127.6049,14.4786,10939.7047,-77.5358,-22662.6901
127.6023,14.4893,10939.7035,-77.5256,-22662.6765
127.5984,14.4681,10939.711,-77.499,-22662.7405
127.598,14.4442,10939.711,-77.499,-22662.7405
127.5952,14.4232,10939.6964,-77.2113,-22662.7682
127.5935,14.4301,10939.6964,-77.2113,-22662.7682
127.5925,14.414,10939.6958,-77.2002,-22662.7708
127.5886,14.4021,10939.6764,-76.9079,-22662.7664
127.5888,14.3994,10939.6764,-76.9079,-22662.7664
127.5833,14.3834,10939.6687,-76.869,-22662.7529
127.5827,14.364,10939.669,-76.8969,-22662.758
127.5824,14.3419,10939.669,-76.8969,-22662.758
127.5773,14.3369,10939.6789,-77.1913,-22662.7967
127.5774,14.3311,10939.6789,-77.1913,-22662.7967
127.5768,14.3296,10939.693,-77.408,-22662.8207
127.5768,14.3136,10939.6894,-77.3862,-22662.8303
127.5778,14.3269,10939.6894,-77.3862,-22662.8303
127.5774,14.3158,10939.6821,-77.3411,-22662.8659
127.5777,14.3235,10939.6821,-77.3411,-22662.8659
127.577,14.3176,10939.6698,-77.3836,-22662.9249
127.5759,14.3221,10939.6705,-77.4191,-22662.9373
127.576,14.3245,10939.6705,-77.4191,-22662.9373
127.5747,14.3146,10939.6569,-77.4928,-22662.8931
127.5753,14.3132,10939.6569,-77.4928,-22662.8931
127.573,14.3163,10939.6519,-77.5052,-22662.8373
127.5737,14.3171,10939.652,-77.484,-22662.8083
127.5734,14.3142,10939.652,-77.484,-22662.8083
127.572,14.3094,10939.654,-77.3884,-22662.8463
127.5732,14.3146,10939.654,-77.3884,-22662.8463
127.572,14.3175,10939.6459,-77.3565,-22662.8209
127.5732,14.322,10939.6401,-77.333,-22662.8381
127.575,14.3234,10939.6401,-77.333,-22662.8381
127.5725,14.3287,10939.6431,-77.4098,-22662.7801
127.5725,14.3419,10939.6431,-77.4098,-22662.7801
127.5689,14.3288,10939.6485,-77.4349,-22662.7754
127.5696,14.3295,10939.6528,-77.4478,-22662.739
127.5674,14.3164,10939.6528,-77.4478,-22662.739
127.5648,14.3081,10939.6489,-77.4084,-22662.5448
127.5639,14.3069,10939.6489,-77.4084,-22662.5448
127.5627,14.2856,10939.6488,-77.4138,-22662.5456
127.5613,14.273,10939.6531,-77.4116,-22662.592
127.5619,14.2684,10939.6531,-77.4116,-22662.592
127.559,14.2525,10939.6609,-77.429,-22662.7904
127.5623,14.2551,10939.6609,-77.429,-22662.7904
127.5624,14.2352,10939.6606,-77.4367,-22662.8103
127.5641,14.2348,10939.6635,-77.4496,-22662.8898
127.5662,14.2264,10939.6635,-77.4496,-22662.8898
127.5706,14.2158,10939.6591,-77.4648,-22663.0866
127.5719,14.2008,10939.6591,-77.4648,-22663.0866
127.573,14.1979,10939.656,-77.4557,-22663.0869
127.5737,14.2067,10939.6576,-77.4306,-22663.1648
127.575,14.1926,10939.6576,-77.4306,-22663.1648
127.5757,14.1892,10939.6613,-77.4277,-22663.1929
127.576,14.1902,10939.6615,-77.431,-22663.194
127.5786,14.1872,10939.6615,-77.431,-22663.194
127.5795,14.1872,10939.6601,-77.4034,-22663.2336
127.5799,14.1842,10939.6601,-77.4034,-22663.2336
127.5821,14.1797,10939.6557,-77.4285,-22663.2131
127.5828,14.1571,10939.6573,-77.44,-22663.2213
127.5839,14.1537,10939.6573,-77.44,-22663.2213
127.584,14.1727,10939.6511,-77.5122,-22663.1803
127.585,14.1703,10939.6511,-77.5122,-22663.1803
127.5898,14.1828,10939.6564,-77.4819,-22663.1578
127.5879,14.1819,10939.6606,-77.4716,-22663.1537
127.5883,14.1841,10939.6606,-77.4716,-22663.1537
127.5878,14.179,10939.6784,-77.4729,-22663.1803
127.5892,14.1784,10939.6784,-77.4729,-22663.1803
127.5901,14.1873,10939.6842,-77.4638,-22663.2224
127.5909,14.1857,10939.6808,-77.4535,-22663.2234
127.5935,14.185,10939.6808,-77.4535,-22663.2234
127.5927,14.1818,10939.6745,-77.4231,-22663.2066
127.5933,14.189,10939.6745,-77.4231,-22663.2066
127.5944,14.1844,10939.6626,-77.4171,-22663.1413
127.5926,14.1728,10939.6597,-77.3968,-22663.1304
127.5956,14.1768,10939.6597,-77.3968,-22663.1304
127.5976,14.183,10939.6549,-77.3781,-22663.1295
127.5984,14.1963,10939.6549,-77.3781,-22663.1295
127.6004,14.2058,10939.6716,-77.3561,-22663.1854
127.603,14.22,10939.6908,-77.395,-22663.2006
127.6029,14.2201,10939.6908,-77.395,-22663.2006
127.6047,14.2287,10939.7212,-77.3814,-22663.2997
127.6054,14.2324,10939.7212,-77.3814,-22663.2997
127.6063,14.2379,10939.7171,-77.4098,-22663.2887
127.609,14.243,10939.718,-77.4057,-22663.307
127.6137,14.2657,10939.718,-77.4057,-22663.307
127.6214,14.3102,10939.7168,-77.3867,-22663.1656
127.6277,14.359,10939.7168,-77.3867,-22663.1656
127.6337,14.4227,10939.7163,-77.3367,-22663.1483
127.638,14.4697,10939.7084,-77.1399,-22663.1009
127.6395,14.5057,10939.7084,-77.1399,-22663.1009
127.6431,14.5328,10939.7107,-76.9015,-22663.1464
127.6464,14.5585,10939.7107,-76.9015,-22663.1464
127.6421,14.585,10939.7111,-76.8902,-22663.1509
127.6423,14.6015,10939.7224,-77.0732,-22663.0876
127.6445,14.6109,10939.7224,-77.0732,-22663.0876
127.6434,14.6189,10939.7222,-77.3888,-22662.9347
127.6445,14.6245,10939.7222,-77.3888,-22662.9347
127.6433,14.6282,10939.7222,-77.3888,-22662.9347
127.6424,14.6082,10939.7394,-77.5063,-22662.8592
127.6435,14.622,10939.7394,-77.5063,-22662.8592
127.6434,14.6103,10939.7332,-77.4838,-22662.7261
127.6429,14.6039,10939.7315,-77.4652,-22662.7106
127.6432,14.5903,10939.7315,-77.4652,-22662.7106
127.642,14.5799,10939.7197,-77.4843,-22662.6694
127.643,14.5685,10939.7197,-77.4843,-22662.6694
127.6433,14.5431,10939.7292,-77.4743,-22662.7177
127.6423,14.5432,10939.7316,-77.4669,-22662.7448
127.6441,14.5283,10939.7316,-77.4669,-22662.7448
127.6459,14.5297,10939.727,-77.4534,-22662.8064
127.6496,14.5528,10939.727,-77.4534,-22662.8064
127.6494,14.5345,10939.7142,-77.4537,-22662.8116
127.6463,14.5125,10939.7068,-77.456,-22662.8194
127.6462,14.4984,10939.7068,-77.456,-22662.8194
127.6469,14.4797,10939.6959,-77.4479,-22662.824
127.6446,14.449,10939.6959,-77.4479,-22662.824
127.6505,14.458,10939.6901,-77.4721,-22662.852
127.6491,14.4304,10939.6919,-77.4383,-22662.8825
127.6494,14.443,10939.6919,-77.4383,-22662.8825
127.6522,14.432,10939.6988,-77.3616,-22662.8354
127.6522,14.4179,10939.6988,-77.3616,-22662.8354
127.6523,14.4107,10939.7045,-77.3047,-22662.8128
127.6557,14.412,10939.7137,-77.2745,-22662.7877
127.6567,14.4019,10939.7137,-77.2745,-22662.7877
127.6599,14.3802,10939.7244,-77.2736,-22662.7711
127.6628,14.3954,10939.7244,-77.2736,-22662.7711
127.6664,14.3949,10939.7263,-77.2885,-22662.7903
127.6706,14.3653,10939.7342,-77.3377,-22662.7989
127.6682,14.3798,10939.7342,-77.3377,-22662.7989
127.6702,14.371,10939.7272,-77.3759,-22662.8329
127.6712,14.3634,10939.7272,-77.3759,-22662.8329
127.6708,14.3647,10939.723,-77.396,-22662.8264
127.6746,14.3639,10939.7156,-77.3733,-22662.8165
127.6749,14.3619,10939.7156,-77.3733,-22662.8165
127.6731,14.346,10939.698,-77.104,-22662.8192
127.6869,14.3621,10939.698,-77.104,-22662.8192
127.6824,14.3468,10939.6977,-77.0557,-22662.809
127.6803,14.3461,10939.6869,-76.8295,-22662.8348
127.6765,14.361,10939.6869,-76.8295,-22662.8348
127.6774,14.367,10939.6914,-76.8588,-22662.77
127.6802,14.3883,10939.6914,-76.8588,-22662.77
127.6843,14.3831,10939.6915,-76.86,-22662.7707
127.6892,14.4028,10939.68,-76.8971,-22662.7217
127.6925,14.4388,10939.68,-76.8971,-22662.7217
127.6954,14.4743,10939.664,-76.8231,-22662.7187
127.6971,14.4996,10939.6633,-76.8266,-22662.7268
127.6964,14.531,10939.6633,-76.8266,-22662.7268
127.6945,14.5419,10939.687,-76.7783,-22662.7542
127.6968,14.5581,10939.687,-76.7783,-22662.7542
127.6957,14.5595,10939.6984,-76.8123,-22662.7683
127.6955,14.5713,10939.6944,-76.8288,-22662.7812
127.6942,14.572,10939.6944,-76.8288,-22662.7812
127.6928,14.574,10939.6868,-76.8391,-22662.803
127.6914,14.5755,10939.6868,-76.8391,-22662.803
127.6911,14.5743,10939.6867,-76.8123,-22662.7787
127.6894,14.5727,10939.6896,-76.8037,-22662.7483
127.6872,14.5502,10939.6896,-76.8037,-22662.7483
127.6836,14.5243,10939.6918,-76.809,-22662.7056
127.6823,14.4951,10939.6918,-76.809,-22662.7056
127.6804,14.4961,10939.6968,-76.8167,-22662.7208
127.6778,14.4667,10939.7049,-76.8358,-22662.7413
127.6824,14.4611,10939.7049,-76.8358,-22662.7413
127.6876,14.4574,10939.6968,-76.8995,-22662.7598
127.6874,14.4594,10939.6968,-76.8995,-22662.7598
127.6869,14.4568,10939.6856,-76.9262,-22662.7615
127.6904,14.4665,10939.6779,-76.9198,-22662.7658
127.6956,14.4832,10939.6779,-76.9198,-22662.7658
127.6975,14.4671,10939.6769,-76.9066,-22662.8062
127.6993,14.4816,10939.6769,-76.9066,-22662.8062
127.7025,14.4863,10939.6793,-76.8894,-22662.8385
127.7014,14.4927,10939.6818,-76.9116,-22662.8717
127.7001,14.5075,10939.6818,-76.9116,-22662.8717
127.7015,14.5051,10939.7055,-77.1787,-22662.791
127.7031,14.5199,10939.7055,-77.1787,-22662.791
127.7043,14.4947,10939.7098,-77.2526,-22662.7461
127.7044,14.4938,10939.7233,-77.3684,-22662.6712
127.7067,14.5158,10939.7233,-77.3684,-22662.6712
127.7074,14.5117,10939.7295,-77.3179,-22662.6788
127.7082,14.517,10939.7295,-77.3179,-22662.6788
127.7095,14.5101,10939.7322,-77.3116,-22662.687
127.7098,14.5149,10939.727,-77.3858,-22662.6952
127.7092,14.5052,10939.727,-77.3858,-22662.6952
127.7086,14.4903,10939.7263,-77.4751,-22662.6682
127.7097,14.4835,10939.7263,-77.4751,-22662.6682
127.7099,14.4791,10939.7241,-77.4813,-22662.6645
127.7113,14.4745,10939.7404,-77.4886,-22662.7513
127.7115,14.4643,10939.7404,-77.4886,-22662.7513
127.7132,14.4572,10939.7311,-77.4835,-22662.8008
127.7136,14.4575,10939.7325,-77.4778,-22662.7999
127.7129,14.4558,10939.7325,-77.4778,-22662.7999
127.7101,14.4604,10939.727,-77.2195,-22662.7367
127.7095,14.4539,10939.727,-77.2195,-22662.7367
127.7145,14.4329,10939.7374,-76.9601,-22662.7034
127.715,14.4332,10939.7404,-76.931,-22662.7116
127.7135,14.4298,10939.7404,-76.931,-22662.7116
127.7143,14.4127,10939.7531,-76.8419,-22662.779
127.7133,14.4035,10939.7531,-76.8419,-22662.779
127.7137,14.3957,10939.735,-76.8001,-22662.8198
127.7139,14.3863,10939.7354,-76.7814,-22662.8223
127.7164,14.3808,10939.7354,-76.7814,-22662.8223
127.7118,14.3693,10939.7309,-77.057,-22662.8266
127.7122,14.3782,10939.7309,-77.057,-22662.8266
127.713,14.3833,10939.752,-77.279,-22662.8861
127.7122,14.3779,10939.7594,-77.3878,-22662.9039
127.7102,14.3745,10939.7594,-77.3878,-22662.9039
127.7088,14.375,10939.7627,-77.443,-22662.9165
127.7056,14.3658,10939.7627,-77.443,-22662.9165
127.7059,14.3625,10939.7696,-77.339,-22662.8834
127.7048,14.354,10939.7699,-77.1783,-22662.8686
127.7002,14.3419,10939.7699,-77.1783,-22662.8686
127.6985,14.3293,10939.756,-76.8914,-22662.8188
127.6978,14.3185,10939.756,-76.8914,-22662.8188
127.6984,14.3017,10939.7529,-76.8486,-22662.8506
127.6978,14.2979,10939.7489,-76.8689,-22662.8653
127.695,14.3002,10939.7489,-76.8689,-22662.8653
127.6956,14.3053,10939.7515,-76.8252,-22662.8457
127.6946,14.3023,10939.7515,-76.8252,-22662.8457
127.6922,14.2934,10939.7478,-76.807,-22662.8472
127.6904,14.3087,10939.7484,-76.7845,-22662.8295
127.6901,14.3149,10939.7484,-76.7845,-22662.8295
127.688,14.3192,10939.7624,-76.8254,-22662.8816
127.6848,14.3267,10939.7624,-76.8254,-22662.8816
127.6837,14.3246,10939.7692,-76.8366,-22662.8852
127.6804,14.3079,10939.7732,-76.8851,-22662.8524
127.679,14.3017,10939.7732,-76.8851,-22662.8524
127.6739,14.311,10939.7591,-76.8436,-22662.825
127.6749,14.3195,10939.7591,-76.8436,-22662.825
127.6731,14.304,10939.7567,-76.8398,-22662.8116
127.671,14.3211,10939.7621,-76.9314,-22662.8984
127.6683,14.3315,10939.7621,-76.9314,-22662.8984
127.6659,14.3351,10939.7643,-77.2484,-22662.8875
127.6641,14.325,10939.7643,-77.2484,-22662.8875
127.6618,14.3243,10939.7643,-77.2484,-22662.8875
127.6606,14.3235,10939.7695,-77.353,-22662.858
127.6593,14.3169,10939.7695,-77.353,-22662.858
127.6566,14.31,10939.775,-77.3176,-22662.9275
127.6571,14.3116,10939.7773,-77.3103,-22662.9544
127.6546,14.3161,10939.7773,-77.3103,-22662.9544
127.6567,14.3053,10939.768,-77.3043,-22662.9268
127.6563,14.3084,10939.768,-77.3043,-22662.9268
127.6527,14.31,10939.7744,-77.2958,-22662.8716
127.6535,14.3069,10939.7809,-77.2669,-22662.8619
127.6518,14.2904,10939.7809,-77.2669,-22662.8619
127.6488,14.2974,10939.7953,-77.3022,-22662.8298
127.6471,14.2908,10939.7953,-77.3022,-22662.8298
127.6449,14.2876,10939.7872,-77.1876,-22662.8362
127.6425,14.2889,10939.7823,-77.2045,-22662.8446
127.6432,14.2877,10939.7823,-77.2045,-22662.8446
127.6425,14.2857,10939.7887,-77.2252,-22662.9095
127.642,14.2845,10939.7887,-77.2252,-22662.9095
127.6409,14.2628,10939.7957,-77.3321,-22662.8927
127.6396,14.2743,10939.8005,-77.3182,-22662.9167
127.6405,14.2778,10939.8005,-77.3182,-22662.9167
127.6371,14.2716,10939.7931,-77.3401,-22662.9851
127.6359,14.2539,10939.7931,-77.3401,-22662.9851
127.635,14.2474,10939.7974,-77.3582,-22663.0719
127.6354,14.2557,10939.7932,-77.4399,-22663.0423
127.6391,14.2548,10939.7932,-77.4399,-22663.0423
127.6386,14.2789,10939.7946,-77.4694,-22662.9764
127.6408,14.2845,10939.7946,-77.4694,-22662.9764
127.6425,14.2983,10939.79,-77.4748,-22662.9227
127.641,14.3216,10939.7983,-77.4219,-22662.9279
127.6419,14.3304,10939.7983,-77.4219,-22662.9279
127.6412,14.3365,10939.7985,-77.1897,-22662.8952
127.6406,14.3476,10939.7985,-77.1897,-22662.8952
127.6379,14.3459,10939.7956,-77.1472,-22662.8942
127.636,14.3426,10939.7795,-76.9798,-22662.8469
127.6348,14.3299,10939.7795,-76.9798,-22662.8469
127.6338,14.3307,10939.7662,-77.228,-22662.8341
127.6298,14.3258,10939.7662,-77.228,-22662.8341
127.6282,14.3228,10939.7654,-77.2764,-22662.8267
127.627,14.3145,10939.7669,-77.5002,-22662.8371
127.6261,14.3182,10939.7669,-77.5002,-22662.8371
127.6252,14.3036,10939.7746,-77.5168,-22662.834
127.627,14.305,10939.7746,-77.5168,-22662.834
127.6272,14.2841,10939.7766,-77.5162,-22662.8351
127.631,14.3082,10939.8043,-77.4962,-22662.8526
127.636,14.3283,10939.8043,-77.4962,-22662.8526
127.6369,14.3425,10939.8181,-77.368,-22662.8961
127.6387,14.3646,10939.817,-77.3556,-22662.8908
127.6374,14.3731,10939.817,-77.3556,-22662.8908
127.6358,14.3652,10939.8236,-77.3227,-22662.9376
127.634,14.3693,10939.8236,-77.3227,-22662.9376
127.6173,14.3266,10939.8233,-77.3787,-22662.8939
127.595,14.2294,10939.8222,-77.4053,-22662.8805
