NS_SQUID,F_SQUID,NS_Fluxgate,EW_Fluxgate,Z_Fluxgate
-58.8913,-198.2725,10906.4351,-58.2198,-22634.7818
-58.8889,-198.2799,10906.4351,-58.2198,-22634.7818
-58.8882,-198.2705,10906.4304,-58.3473,-22634.8179
-58.8848,-198.2766,10906.4304,-58.3473,-22634.8179
-58.8802,-198.2605,10906.4127,-58.4769,-22634.7944
-58.8786,-198.2663,10906.4092,-58.4861,-22634.8026
-58.8768,-198.2684,10906.4092,-58.4861,-22634.8026
-58.8732,-198.2717,10906.4102,-58.4692,-22634.8338
-58.8713,-198.2679,10906.4102,-58.4692,-22634.8338
-58.8686,-198.2688,10906.4169,-58.4521,-22634.8511
-58.866,-198.2626,10906.4172,-58.456,-22634.8182
-58.8629,-198.2846,10906.4172,-58.456,-22634.8182
-58.8631,-198.2919,10906.413,-58.4755,-22634.7984
-58.8602,-198.3226,10906.413,-58.4755,-22634.7984
-58.8613,-198.3737,10906.4156,-58.4547,-22634.7975
-58.8591,-198.4156,10906.4147,-58.4666,-22634.8204
-58.8558,-198.4325,10906.4147,-58.4666,-22634.8204
-58.8557,-198.4471,10906.4297,-58.4953,-22634.7599
-58.8521,-198.4636,10906.4297,-58.4953,-22634.7599
-58.8505,-198.4719,10906.4351,-58.4593,-22634.786
-58.8453,-198.4799,10906.4335,-58.4427,-22634.8256
-58.8436,-198.4928,10906.4335,-58.4427,-22634.8256
-58.8425,-198.4849,10906.4236,-58.4499,-22634.9491
-58.8421,-198.4934,10906.4236,-58.4499,-22634.9491
-58.8415,-198.4945,10906.4194,-58.4938,-22634.9259
-58.8417,-198.5054,10906.4249,-58.5089,-22634.943
-58.8402,-198.4977,10906.4249,-58.5089,-22634.943
-58.8364,-198.4889,10906.4344,-58.4889,-22635.1581
-58.8342,-198.5093,10906.4344,-58.4889,-22635.1581
-58.8313,-198.5123,10906.4383,-58.4694,-22635.1783
-58.829,-198.4997,10906.4344,-58.4343,-22635.2028
-58.828,-198.4884,10906.4344,-58.4343,-22635.2028
-58.8251,-198.4835,10906.4343,-58.3871,-22635.0311
-58.8238,-198.4783,10906.4343,-58.3871,-22635.0311
-58.821,-198.47,10906.4317,-58.4059,-22635.0351
-58.8165,-198.474,10906.4243,-58.3199,-22634.9695
-58.815,-198.4724,10906.4243,-58.3199,-22634.9695
-58.8161,-198.467,10906.4272,-58.0246,-22635.0616
-58.8142,-198.4601,10906.4272,-58.0246,-22635.0616
-58.8123,-198.4551,10906.4285,-58.0005,-22635.0416
-58.8144,-198.4678,10906.4231,-57.8914,-22634.9915
-58.8118,-198.4491,10906.4231,-57.8914,-22634.9915
-58.8084,-198.4513,10906.4066,-57.9693,-22634.9136
-58.8073,-198.4431,10906.4066,-57.9693,-22634.9136
-58.8047,-198.4392,10906.4066,-57.9693,-22634.9136
-58.8036,-198.438,10906.4236,-57.9584,-22634.9926
-58.8036,-198.4349,10906.4236,-57.9584,-22634.9926
-58.8023,-198.4422,10906.4316,-57.9238,-22635.0206
-58.7997,-198.4288,10906.4328,-57.8891,-22635.041
-58.7967,-198.4193,10906.4328,-57.8891,-22635.041
-58.7964,-198.4167,10906.4389,-57.8777,-22635.04
-58.7953,-198.4181,10906.4389,-57.8777,-22635.04
-58.795,-198.4178,10906.4658,-58.0171,-22635.1318
-58.7962,-198.4162,10906.4641,-58.0904,-22635.0972
-58.79,-198.416,10906.4641,-58.0904,-22635.0972
-58.7867,-198.4112,10906.4582,-58.3357,-22634.9573
-58.7781,-198.3918,10906.4582,-58.3357,-22634.9573
-58.773,-198.3689,10906.4377,-58.3852,-22634.8957
-58.7732,-198.3413,10906.4323,-58.3854,-22634.9023
-58.7716,-198.3273,10906.4323,-58.3854,-22634.9023
-58.7686,-198.3163,10906.4325,-58.248,-22634.9803
-58.7656,-198.3117,10906.4325,-58.248,-22634.9803
-58.761,-198.284,10906.4329,-58.11,-22634.93
-58.761,-198.2718,10906.4312,-58.0198,-22634.8836
-58.7608,-198.263,10906.4312,-58.0198,-22634.8836
-58.7593,-198.2699,10906.4428,-57.9617,-22634.9265
-58.7597,-198.2502,10906.4428,-57.9617,-22634.9265
-58.7587,-198.2481,10906.4426,-58.0038,-22634.9238
-58.7553,-198.2411,10906.4481,-58.0064,-22634.9888
-58.7519,-198.25,10906.4481,-58.0064,-22634.9888
-58.7458,-198.2611,10906.4341,-58.0392,-22635.0752
-58.7438,-198.2737,10906.4341,-58.0392,-22635.0752
-58.7385,-198.2808,10906.4261,-58.0314,-22635.1128
-58.7353,-198.3035,10906.4166,-57.9894,-22635.0339
-58.732,-198.3257,10906.4166,-57.9894,-22635.0339
-58.7307,-198.3348,10906.4055,-57.9418,-22634.9015
-58.731,-198.34,10906.4055,-57.9418,-22634.9015
-58.7299,-198.3394,10906.4118,-57.913,-22634.8735
-58.7274,-198.3533,10906.4241,-58.0109,-22634.8934
-58.7251,-198.3565,10906.4241,-58.0109,-22634.8934
-58.7208,-198.3497,10906.4641,-58.2008,-22635.053
-58.721,-198.3479,10906.4641,-58.2008,-22635.053
-58.7181,-198.3581,10906.4669,-58.26,-22635.0707
-58.7143,-198.3656,10906.4631,-58.4753,-22635.1602
-58.7138,-198.3653,10906.4631,-58.4753,-22635.1602
-58.7108,-198.3606,10906.4501,-58.5951,-22635.0911
-58.7071,-198.3824,10906.4501,-58.5951,-22635.0911
-58.7041,-198.3544,10906.4501,-58.5951,-22635.0911
-58.7036,-198.3201,10906.4397,-58.5492,-22634.9829
-58.7036,-198.2978,10906.4397,-58.5492,-22634.9829
-58.7025,-198.3031,10906.4454,-58.4812,-22634.9711
-58.6984,-198.2761,10906.4466,-58.4883,-22634.9866
-58.6936,-198.26,10906.4466,-58.4883,-22634.9866
-58.6896,-198.2397,10906.4696,-58.474,-22635.0867
-58.6892,-198.2216,10906.4696,-58.474,-22635.0867
-58.6887,-198.2121,10906.4605,-58.4832,-22635.0014
-58.6856,-198.211,10906.4585,-58.468,-22634.9799
-58.6842,-198.1895,10906.4585,-58.468,-22634.9799
-58.6841,-198.1858,10906.4366,-58.3115,-22634.7364
-58.6824,-198.1856,10906.4366,-58.3115,-22634.7364
-58.6812,-198.174,10906.4441,-58.135,-22634.7899
-58.6803,-198.1722,10906.4471,-58.082,-22634.8384
-58.6791,-198.168,10906.4471,-58.082,-22634.8384
-58.679,-198.1673,10906.4511,-58.0089,-22634.9648
-58.6767,-198.1657,10906.4511,-58.0089,-22634.9648
-58.6793,-198.1649,10906.4334,-58.0045,-22634.8672
-58.6778,-198.1651,10906.4319,-57.987,-22634.8322
-58.6757,-198.1838,10906.4319,-57.987,-22634.8322
-58.6758,-198.197,10906.4292,-57.9621,-22634.8
-58.6721,-198.2057,10906.4292,-57.9621,-22634.8
-58.6727,-198.2022,10906.4289,-57.96,-22634.8674
-58.6705,-198.2218,10906.4213,-57.9431,-22634.9421
-58.6686,-198.218,10906.4213,-57.9431,-22634.9421
-58.6671,-198.2243,10906.4131,-58.0332,-22634.8636
-58.6683,-198.2235,10906.4131,-58.0332,-22634.8636
-58.6667,-198.2176,10906.4214,-58.0523,-22634.8561
-58.6667,-198.2205,10906.426,-58.088,-22634.8228
-58.668,-198.21,10906.426,-58.088,-22634.8228
-58.6687,-198.2186,10906.4558,-58.1987,-22634.9136
-58.6702,-198.22,10906.4558,-58.1987,-22634.9136
-58.669,-198.2567,10906.4567,-58.2123,-22634.9196
-58.67,-198.2817,10906.474,-58.3533,-22634.97
-58.6702,-198.2816,10906.474,-58.3533,-22634.97
-58.6753,-198.2869,10906.4679,-58.3477,-22635.0344
-58.6738,-198.29,10906.4679,-58.3477,-22635.0344
-58.6718,-198.3046,10906.4701,-58.3523,-22635.0551
-58.6652,-198.3087,10906.4566,-58.3507,-22635.0086
-58.6636,-198.3132,10906.4566,-58.3507,-22635.0086
-58.6635,-198.3289,10906.4475,-58.422,-22635.0012
-58.6618,-198.3362,10906.4475,-58.422,-22635.0012
-58.6588,-198.3213,10906.445,-58.4379,-22634.9881
-58.6557,-198.3238,10906.4507,-58.5178,-22635.0074
-58.6524,-198.3158,10906.4507,-58.5178,-22635.0074
-58.6524,-198.3229,10906.4487,-58.5153,-22635.0186
-58.6503,-198.307,10906.4462,-58.5221,-22635.0102
-58.6479,-198.2921,10906.4462,-58.5221,-22635.0102
-58.6404,-198.2868,10906.4509,-58.3977,-22635.0575
-58.6241,-198.215,10906.4509,-58.3977,-22635.0575
-58.612,-198.1564,10906.4263,-58.2535,-22635.0764
-58.607,-198.1287,10906.4225,-58.2201,-22635.0551
-58.6042,-198.1003,10906.4225,-58.2201,-22635.0551
-58.6041,-198.1098,10906.3854,-58.1056,-22635.01
-58.6024,-198.0914,10906.3854,-58.1056,-22635.01
-58.6009,-198.0788,10906.4005,-58.0891,-22634.9483
-58.6022,-198.0671,10906.408,-58.0267,-22634.9525
-58.6011,-198.0644,10906.408,-58.0267,-22634.9525
-58.6035,-198.0756,10906.4188,-58.0787,-22634.8265
-58.6048,-198.0569,10906.4188,-58.0787,-22634.8265
-58.6057,-198.0596,10906.4233,-58.0726,-22634.786
-58.6045,-198.067,10906.4289,-58.1115,-22634.7646
-58.6039,-198.0572,10906.4289,-58.1115,-22634.7646
-58.6056,-198.0502,10906.4254,-57.9298,-22634.7607
-58.604,-198.049,10906.4254,-57.9298,-22634.7607
-58.6023,-198.0521,10906.4239,-57.9157,-22634.7536
-58.6011,-198.0647,10906.416,-57.8908,-22634.7434
-58.6019,-198.0469,10906.416,-57.8908,-22634.7434
-58.601,-198.0391,10906.4204,-58.0064,-22634.7264
-58.5977,-198.049,10906.4204,-58.0064,-22634.7264
-58.5976,-198.0328,10906.4235,-58.0135,-22634.7085
-58.5979,-198.0237,10906.4315,-58.136,-22634.6877
-58.5971,-198.0268,10906.4315,-58.136,-22634.6877
-58.5952,-198.0493,10906.4493,-58.3136,-22634.6086
-58.5938,-198.0357,10906.4493,-58.3136,-22634.6086
-58.5933,-198.0267,10906.4551,-58.3357,-22634.6324
-58.5906,-198.0248,10906.4532,-58.2565,-22634.6413
-58.5913,-198.0123,10906.4532,-58.2565,-22634.6413
-58.592,-198.0356,10906.4667,-58.2519,-22634.739
-58.5885,-198.0176,10906.4667,-58.2519,-22634.739
-58.5903,-198.0156,10906.4617,-58.2778,-22634.7534
-58.59,-198.0183,10906.4438,-58.4352,-22634.6732
-58.5878,-198.0208,10906.4438,-58.4352,-22634.6732
-58.5863,-198.0319,10906.4201,-58.4903,-22634.6522
-58.5884,-198.0443,10906.4201,-58.4903,-22634.6522
-58.5879,-198.0351,10906.4216,-58.4809,-22634.6616
-58.5892,-198.0403,10906.4357,-58.3968,-22634.7402
-58.5888,-198.0471,10906.4357,-58.3968,-22634.7402
-58.5849,-198.0504,10906.4439,-58.2482,-22634.7141
-58.582,-198.0615,10906.4443,-58.2495,-22634.7165
-58.5741,-198.0619,10906.4443,-58.2495,-22634.7165
-58.5725,-198.0802,10906.4335,-57.9518,-22634.6895
-58.5708,-198.0803,10906.4335,-57.9518,-22634.6895
-58.5708,-198.0793,10906.435,-57.7404,-22634.6182
-58.5755,-198.082,10906.434,-57.7271,-22634.6043
-58.5754,-198.0641,10906.434,-57.7271,-22634.6043
-58.5776,-198.0782,10906.4424,-57.9429,-22634.6752
-58.5746,-198.0756,10906.4424,-57.9429,-22634.6752
-58.5734,-198.0847,10906.4427,-58.2482,-22634.8089
-58.5712,-198.0596,10906.4437,-58.3304,-22634.8298
-58.5674,-198.0501,10906.4437,-58.3304,-22634.8298
-58.5623,-198.041,10906.4454,-58.481,-22634.7691
-58.5587,-198.0013,10906.4454,-58.481,-22634.7691
-58.5532,-197.9993,10906.4446,-58.4715,-22634.717
-58.548,-197.9523,10906.4427,-58.448,-22634.6991
-58.5442,-197.927,10906.4427,-58.448,-22634.6991
-58.544,-197.9041,10906.4557,-58.4136,-22634.7177
-58.5421,-197.9004,10906.4557,-58.4136,-22634.7177
-58.5405,-197.8846,10906.4608,-58.4177,-22634.6406
-58.541,-197.8763,10906.4757,-58.4097,-22634.6114
-58.5385,-197.8663,10906.4757,-58.4097,-22634.6114
-58.5359,-197.858,10906.4815,-58.3697,-22634.5545
-58.5343,-197.8526,10906.4815,-58.3697,-22634.5545
-58.5336,-197.8408,10906.4894,-58.3077,-22634.5112
-58.5351,-197.847,10906.4868,-58.2482,-22634.5402
-58.535,-197.8461,10906.4868,-58.2482,-22634.5402
-58.5362,-197.847,10906.4799,-58.3063,-22634.5382
-58.5358,-197.836,10906.4799,-58.3063,-22634.5382
-58.5389,-197.8402,10906.4741,-58.2869,-22634.5721
-58.5403,-197.852,10906.4547,-58.1459,-22634.4991
-58.5422,-197.8577,10906.4547,-58.1459,-22634.4991
-58.5423,-197.8729,10906.4535,-57.8872,-22634.461
-58.5441,-197.8847,10906.4535,-57.8872,-22634.461
-58.5453,-197.8905,10906.4548,-57.8822,-22634.4877
-58.5464,-197.8893,10906.4566,-57.9369,-22634.5737
-58.5459,-197.8918,10906.4566,-57.9369,-22634.5737
-58.5451,-197.896,10906.4482,-58.0101,-22634.5991
-58.5442,-197.8948,10906.4482,-58.0101,-22634.5991
-58.546,-197.9135,10906.4481,-58.0028,-22634.5965
-58.5434,-197.9001,10906.4489,-57.9647,-22634.5952
-58.543,-197.8953,10906.4489,-57.9647,-22634.5952
-58.5422,-197.9027,10906.4654,-58.0703,-22634.5633
-58.543,-197.9027,10906.4654,-58.0703,-22634.5633
-58.5422,-197.9132,10906.4664,-58.0734,-22634.5753
-58.5398,-197.9082,10906.4721,-58.2372,-22634.5075
-58.5385,-197.9106,10906.4721,-58.2372,-22634.5075
-58.5378,-197.9108,10906.4702,-58.2988,-22634.5292
-58.5373,-197.9162,10906.4695,-58.3005,-22634.5418
-58.5354,-197.9166,10906.4695,-58.3005,-22634.5418
-58.534,-197.9211,10906.4591,-58.3933,-22634.5107
-58.5304,-197.9298,10906.4591,-58.3933,-22634.5107
-58.5259,-197.9368,10906.4437,-58.3798,-22634.5196
-58.5254,-197.9216,10906.4385,-58.3779,-22634.4959
-58.5252,-197.9325,10906.4385,-58.3779,-22634.4959
-58.5262,-197.9319,10906.431,-58.3673,-22634.6516
-58.5246,-197.9338,10906.431,-58.3673,-22634.6516
-58.5237,-197.9344,10906.4282,-58.2311,-22634.6618
-58.5262,-197.9277,10906.4258,-58.1503,-22634.63
-58.5223,-197.9402,10906.4258,-58.1503,-22634.63
-58.5199,-197.9389,10906.4398,-57.8351,-22634.5488
-58.5191,-197.9358,10906.4398,-57.8351,-22634.5488
-58.5189,-197.9451,10906.4492,-57.7918,-22634.5363
-58.5164,-197.9507,10906.4561,-57.8044,-22634.6005
-58.5172,-197.9556,10906.4561,-57.8044,-22634.6005
-58.5143,-197.9389,10906.4285,-57.8664,-22634.5294
-58.5105,-197.9384,10906.4285,-57.8664,-22634.5294
-58.5129,-197.9456,10906.4136,-57.9086,-22634.4948
-58.5095,-197.9439,10906.4065,-57.9232,-22634.5006
-58.509,-197.939,10906.4065,-57.9232,-22634.5006
-58.5095,-197.9337,10906.4076,-57.973,-22634.5843
-58.5061,-197.9307,10906.4076,-57.973,-22634.5843
-58.5062,-197.9279,10906.4163,-57.9581,-22634.6047
-58.5053,-197.9334,10906.4217,-58.0708,-22634.6063
-58.5065,-197.9495,10906.4217,-58.0708,-22634.6063
-58.5096,-197.9611,10906.4514,-58.3283,-22634.5634
-58.505,-197.9676,10906.4514,-58.3283,-22634.5634
-58.5066,-197.9684,10906.451,-58.3228,-22634.5881
-58.5069,-197.9615,10906.4633,-58.2405,-22634.622
-58.5025,-197.9633,10906.4633,-58.2405,-22634.622
-58.4978,-197.9673,10906.4514,-57.9644,-22634.7114
-58.4967,-197.9657,10906.4514,-57.9644,-22634.7114
-58.4941,-197.9753,10906.4482,-57.9537,-22634.6957
-58.4925,-197.9746,10906.4383,-57.9108,-22634.6396
-58.4884,-197.9852,10906.4383,-57.9108,-22634.6396
-58.4854,-197.9852,10906.425,-57.8763,-22634.615
-58.4834,-197.983,10906.425,-57.8763,-22634.615
-58.4869,-197.9887,10906.4266,-57.8777,-22634.5997
-58.4836,-197.9916,10906.4272,-57.9091,-22634.6618
-58.4801,-198.005,10906.4272,-57.9091,-22634.6618
-58.4748,-198.0083,10906.4152,-57.9603,-22634.5592
-58.4708,-198.0028,10906.4163,-57.9672,-22634.5577
-58.4682,-198.0019,10906.4163,-57.9672,-22634.5577
-58.4656,-197.9981,10906.4204,-57.9626,-22634.5306
-58.4636,-197.9952,10906.4204,-57.9626,-22634.5306
-58.4604,-197.9925,10906.4392,-57.8987,-22634.5724
-58.4572,-197.9732,10906.4361,-57.8624,-22634.5804
-58.4549,-197.9573,10906.4361,-57.8624,-22634.5804
-58.4484,-197.9448,10906.4278,-57.7896,-22634.5941
-58.4471,-197.9412,10906.4278,-57.7896,-22634.5941
-58.4459,-197.9318,10906.4235,-57.754,-22634.5587
-58.4443,-197.9222,10906.4308,-57.7976,-22634.6252
-58.4438,-197.9346,10906.4308,-57.7976,-22634.6252
-58.4434,-197.9191,10906.4396,-57.8268,-22634.6091
-58.438,-197.9208,10906.4396,-57.8268,-22634.6091
-58.4362,-197.9176,10906.4422,-57.9192,-22634.6264
-58.4328,-197.9245,10906.4344,-57.9696,-22634.5872
-58.4292,-197.9304,10906.4344,-57.9696,-22634.5872
-58.4271,-197.9312,10906.4604,-58.216,-22634.6611
-58.4263,-197.9238,10906.4604,-58.216,-22634.6611
-58.4231,-197.9186,10906.4627,-58.2954,-22634.6663
-58.4196,-197.9154,10906.4731,-58.2248,-22634.7471
-58.4146,-197.9181,10906.4731,-58.2248,-22634.7471
-58.4101,-197.9241,10906.4634,-57.95,-22634.6842
-58.4035,-197.9279,10906.4634,-57.95,-22634.6842
-58.403,-197.9435,10906.4664,-57.8212,-22634.659
-58.3985,-197.9283,10906.4641,-57.815,-22634.6104
-58.3984,-197.9434,10906.4641,-57.815,-22634.6104
-58.4164,-198.0055,10906.4728,-57.8736,-22634.6944
-58.428,-198.0928,10906.4728,-57.8736,-22634.6944
-58.4366,-198.1381,10906.4768,-57.8962,-22634.7116
-58.4364,-198.1711,10906.4802,-57.9168,-22634.7379
-58.4351,-198.2054,10906.4802,-57.9168,-22634.7379
-58.4308,-198.2255,10906.4998,-57.8675,-22634.7949
-58.4262,-198.2393,10906.4998,-57.8675,-22634.7949
-58.4216,-198.2336,10906.4999,-57.8746,-22634.8194
-58.4176,-198.2219,10906.476,-57.7963,-22634.8865
-58.4143,-198.2342,10906.476,-57.7963,-22634.8865
-58.4098,-198.2176,10906.4539,-57.7222,-22634.9597
-58.4072,-198.2222,10906.4539,-57.7222,-22634.9597
-58.4034,-198.2242,10906.4558,-57.7233,-22634.9639
-58.4013,-198.2172,10906.476,-57.8788,-22635.1219
-58.3982,-198.2296,10906.476,-57.8788,-22635.1219
-58.3938,-198.2312,10906.4967,-58.1288,-22635.1663
-58.3867,-198.2412,10906.4967,-58.1288,-22635.1663
-58.3865,-198.2371,10906.4967,-58.1288,-22635.1663
-58.3779,-198.2194,10906.5048,-58.281,-22635.0811
-58.3744,-198.2225,10906.5048,-58.281,-22635.0811
-58.3665,-198.2288,10906.4924,-58.2949,-22635.0419
-58.3583,-198.2305,10906.4898,-58.3035,-22635.0433
-58.3682,-198.2171,10906.4898,-58.3035,-22635.0433
-58.3688,-198.2119,10906.506,-58.2434,-22634.9735
-58.3681,-198.2064,10906.506,-58.2434,-22634.9735
-58.3681,-198.1999,10906.5198,-58.1723,-22634.915
-58.3678,-198.2175,10906.525,-58.1052,-22634.9261
-58.3638,-198.2049,10906.525,-58.1052,-22634.9261
-58.3646,-198.2101,10906.5062,-57.8973,-22634.944
-58.3593,-198.2112,10906.5062,-57.8973,-22634.944
-58.3595,-198.1968,10906.5003,-57.7674,-22634.9699
-58.358,-198.1971,10906.5066,-57.8426,-22634.9512
-58.3567,-198.2017,10906.5066,-57.8426,-22634.9512
-58.3571,-198.2026,10906.5224,-58.054,-22634.9182
-58.3561,-198.2034,10906.5224,-58.054,-22634.9182
-58.3579,-198.1857,10906.5219,-58.29,-22634.8734
-58.3541,-198.1809,10906.5093,-58.2781,-22634.8614
-58.3524,-198.1768,10906.5093,-58.2781,-22634.8614
-58.352,-198.1728,10906.4992,-58.0041,-22634.9018
-58.3523,-198.1798,10906.4992,-58.0041,-22634.9018
-58.3514,-198.1844,10906.5034,-57.874,-22634.9374
-58.3489,-198.184,10906.5174,-57.971,-22634.9361
-58.3505,-198.1824,10906.5174,-57.971,-22634.9361
-58.3475,-198.1746,10906.5248,-58.2887,-22634.9157
-58.3446,-198.1665,10906.5248,-58.2887,-22634.9157
-58.3378,-198.1473,10906.5173,-58.3805,-22634.8974
-58.3315,-198.1409,10906.517,-58.3424,-22634.8794
-58.3254,-198.1319,10906.517,-58.3424,-22634.8794
-58.3239,-198.0894,10906.5237,-58.3507,-22634.8016
-58.3186,-198.0642,10906.5237,-58.3507,-22634.8016
-58.3181,-198.0612,10906.5282,-58.3425,-22634.779
-58.3172,-198.0505,10906.5199,-58.3607,-22634.7528
-58.3116,-198.055,10906.5199,-58.3607,-22634.7528
-58.3097,-198.0596,10906.5201,-58.3332,-22634.7089
-58.3085,-198.0549,10906.5201,-58.3332,-22634.7089
-58.306,-198.0616,10906.5211,-58.3455,-22634.6987
-58.3049,-198.0704,10906.5263,-58.3544,-22634.6612
-58.3025,-198.0687,10906.5263,-58.3544,-22634.6612
-58.2976,-198.0697,10906.5377,-58.4392,-22634.6729
-58.2949,-198.0686,10906.5377,-58.4392,-22634.6729
-58.2918,-198.0668,10906.5377,-58.4392,-22634.6729
-58.2906,-198.0611,10906.5476,-58.3797,-22634.7876
-58.2863,-198.0574,10906.5476,-58.3797,-22634.7876
-58.2839,-198.0454,10906.535,-58.082,-22634.8114
-58.2832,-198.0554,10906.5367,-58.0698,-22634.8212
-58.2805,-198.0629,10906.5367,-58.0698,-22634.8212
-58.2792,-198.0612,10906.5381,-57.8228,-22634.778
-58.2792,-198.0666,10906.5381,-57.8228,-22634.778
-58.2791,-198.0603,10906.5376,-57.8081,-22634.7584
-58.2756,-198.0565,10906.5364,-57.7822,-22634.7721
-58.2734,-198.0644,10906.5364,-57.7822,-22634.7721
-58.2719,-198.0706,10906.5359,-57.7685,-22634.7818
-58.2691,-198.0802,10906.5359,-57.7685,-22634.7818
-58.2673,-198.0627,10906.5398,-57.7507,-22634.8396
-58.2611,-198.0634,10906.5362,-57.8083,-22634.8141
-58.2575,-198.0477,10906.5362,-57.8083,-22634.8141
-58.2543,-198.0471,10906.5471,-57.9059,-22634.8427
-58.2513,-198.0528,10906.5471,-57.9059,-22634.8427
-58.2517,-198.0385,10906.5504,-57.9706,-22634.7932
-58.2506,-198.0296,10906.551,-57.9747,-22634.8115
-58.2505,-198.0446,10906.551,-57.9747,-22634.8115
-58.2479,-198.0455,10906.5307,-57.9931,-22634.7752
-58.246,-198.0473,10906.5307,-57.9931,-22634.7752
-58.2429,-198.0454,10906.527,-58.0034,-22634.8423
-58.2397,-198.0518,10906.5314,-57.9875,-22634.8102
-58.2368,-198.0457,10906.5314,-57.9875,-22634.8102
-58.2357,-198.0476,10906.5434,-58.0077,-22634.8242
-58.2329,-198.0455,10906.5434,-58.0077,-22634.8242
-58.2317,-198.0491,10906.544,-58.0437,-22634.747
-58.2267,-198.0452,10906.5462,-58.1882,-22634.74
-58.2271,-198.0493,10906.5462,-58.1882,-22634.74
-58.2258,-198.0536,10906.5593,-58.2626,-22634.6998
-58.2245,-198.0552,10906.5593,-58.2626,-22634.6998
-58.2206,-198.0417,10906.5586,-58.2152,-22634.7287
-58.2191,-198.0369,10906.5668,-58.1084,-22634.7572
-58.2167,-198.0345,10906.5668,-58.1084,-22634.7572
-58.2144,-198.0409,10906.5561,-58.0243,-22634.7554
-58.2124,-198.0632,10906.5561,-58.0243,-22634.7554
-58.2079,-198.0503,10906.5559,-58.0128,-22634.7338
-58.2031,-198.0648,10906.5509,-57.9203,-22634.7364
-58.2036,-198.0733,10906.5509,-57.9203,-22634.7364
-58.2006,-198.0854,10906.5492,-57.8729,-22634.7654
-58.2041,-198.0805,10906.5492,-57.8729,-22634.7654
-58.2027,-198.0815,10906.5502,-57.8831,-22634.7693
-58.2018,-198.0854,10906.5556,-57.9418,-22634.7942
-58.2006,-198.0845,10906.5556,-57.9418,-22634.7942
-58.2005,-198.0793,10906.5732,-57.9687,-22634.8031
-58.202,-198.0798,10906.5753,-57.9626,-22634.8061
-58.2006,-198.0832,10906.5753,-57.9626,-22634.8061
-58.1993,-198.0791,10906.5872,-57.9192,-22634.858
-58.2012,-198.0977,10906.5872,-57.9192,-22634.858
-58.2059,-198.096,10906.5739,-57.9003,-22634.8148
-58.2066,-198.1023,10906.5687,-57.9065,-22634.7985
-58.2057,-198.1109,10906.5687,-57.9065,-22634.7985
-58.2047,-198.1165,10906.5499,-57.9256,-22634.7024
-58.2047,-198.1151,10906.5499,-57.9256,-22634.7024
-58.2003,-198.1155,10906.5574,-57.8614,-22634.7358
-58.2017,-198.1372,10906.5593,-57.8452,-22634.7395
-58.2019,-198.1243,10906.5593,-57.8452,-22634.7395
-58.2021,-198.1241,10906.5567,-57.7829,-22634.7494
-58.2007,-198.1266,10906.5567,-57.7829,-22634.7494
-58.1992,-198.128,10906.558,-57.7941,-22634.7915
-58.2009,-198.134,10906.5555,-57.77,-22634.8215
-58.2008,-198.143,10906.5555,-57.77,-22634.8215
-58.2008,-198.1563,10906.5609,-57.8332,-22634.8166
-58.2017,-198.1697,10906.5609,-57.8332,-22634.8166
-58.2044,-198.1748,10906.5517,-57.973,-22634.8257
-58.203,-198.1572,10906.558,-58.1023,-22634.8173
-58.2008,-198.1499,10906.558,-58.1023,-22634.8173
-58.2017,-198.1423,10906.5642,-58.0502,-22634.9548
-58.1861,-198.1036,10906.5642,-58.0502,-22634.9548
-58.1738,-198.0407,10906.5712,-57.9666,-22634.9455
-58.1677,-198.0062,10906.5692,-57.8215,-22634.971
-58.169,-197.9875,10906.5692,-57.8215,-22634.971
-58.1706,-197.9639,10906.5596,-57.8292,-22634.9461
-58.1752,-197.9607,10906.5596,-57.8292,-22634.9461
-58.1777,-197.9528,10906.559,-57.8453,-22634.907
-58.1793,-197.9545,10906.5708,-57.852,-22634.8759
-58.1822,-197.9609,10906.5708,-57.852,-22634.8759
-58.1859,-197.9571,10906.5915,-57.8381,-22634.7889
-58.1881,-197.9657,10906.5915,-57.8381,-22634.7889
-58.188,-197.957,10906.5911,-57.8567,-22634.7895
-58.1904,-197.962,10906.5715,-57.9005,-22634.7317
-58.1904,-197.9617,10906.5715,-57.9005,-22634.7317
-58.1923,-197.9554,10906.5454,-57.9716,-22634.7133
-58.1926,-197.9581,10906.5454,-57.9716,-22634.7133
-58.1933,-197.9717,10906.543,-57.9596,-22634.7237
-58.2036,-197.9651,10906.5441,-57.9197,-22634.6882
-58.1916,-197.9753,10906.5441,-57.9197,-22634.6882
-58.1876,-197.973,10906.5468,-58.0349,-22634.6281
-58.1946,-197.9684,10906.5459,-58.0359,-22634.6205
-58.198,-197.9663,10906.5459,-58.0359,-22634.6205
-58.1969,-197.9966,10906.5353,-58.2355,-22634.6102
-58.199,-197.9948,10906.5353,-58.2355,-22634.6102
-58.1979,-197.9886,10906.5476,-58.2703,-22634.6342
-58.1931,-197.981,10906.5476,-58.2868,-22634.6512
-58.195,-197.9824,10906.5476,-58.2868,-22634.6512
-58.1974,-197.976,10906.546,-58.3302,-22634.6778
-58.1953,-197.9671,10906.546,-58.3302,-22634.6778
-58.1942,-197.9754,10906.556,-58.2424,-22634.7401
-58.1933,-197.9905,10906.5552,-58.2148,-22634.7611
-58.1931,-197.9624,10906.5552,-58.2148,-22634.7611
